ip,port,org,city,country,source_file,sample_host
140.83.39.58,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.39.58
140.83.50.165,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.50.165
140.83.50.241,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.50.241
140.83.51.14,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.51.14
140.83.53.52,54321,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,140.83.53.52:54321
140.83.56.85,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.56.85
140.83.57.116,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,140.83.57.116:8443
140.83.62.4,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.62.4
140.83.83.102,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.83.102:8443
140.83.86.166,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,140.83.86.166:443
140.83.87.253,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://140.83.87.253
141.147.144.109,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.144.109:443
141.147.146.9,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.146.9
141.147.147.103,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.147.103:8443
141.147.148.72,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.148.72
141.147.150.189,222,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.150.189:222
141.147.157.87,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.157.87
141.147.159.215,9443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.159.215:9443
141.147.159.250,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.159.250:443
141.147.160.101,55555,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.160.101:55555
141.147.162.10,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.162.10:443
141.147.164.156,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.164.156
141.147.164.171,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.164.171:443
141.147.165.166,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.165.166:443
141.147.166.41,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.166.41:443
141.147.167.154,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.167.154
141.147.168.34,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.168.34:443
141.147.169.152,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.169.152:443
141.147.169.245,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.169.245
141.147.171.133,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.171.133:443
141.147.171.196,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.171.196
141.147.174.120,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.174.120:443
141.147.174.196,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.174.196
141.147.174.243,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.174.243
141.147.175.219,7001,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.175.219:7001
141.147.176.171,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.176.171
141.147.177.180,1024,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.177.180:1024
141.147.178.21,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.178.21:443
141.147.179.48,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.179.48:443
141.147.180.46,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.180.46
141.147.181.139,6443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.181.139:6443
141.147.182.247,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.182.247
141.147.184.139,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.184.139:443
141.147.184.239,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.184.239
141.147.185.15,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.185.15
141.147.185.2,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.185.2:443
141.147.185.245,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.185.245
141.147.185.63,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.185.63:443
141.147.187.40,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,141.147.187.40:443
141.147.189.47,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://141.147.189.47
141.148.128.47,8081,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.128.47:8081
141.148.131.194,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.131.194
141.148.134.211,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.134.211
141.148.145.112,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,141.148.145.112:443
141.148.149.220,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.149.220
141.148.150.233,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.150.233
141.148.155.149,8880,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.155.149:8880
141.148.156.157,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.156.157
141.148.158.226,2053,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,141.148.158.226:2053
141.148.161.95,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,141.148.161.95:443
141.148.162.193,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.162.193
141.148.165.61,2096,ORACLE-BMC-31898,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://usx.manus.cloudns.org:2096
141.148.181.106,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.181.106
141.148.190.246,587,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,141.148.190.246:587
141.148.27.179,8888,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,141.148.27.179:8888
141.148.3.47,80,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://141.148.3.47:80
141.148.33.51,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,141.148.33.51:443
141.148.92.43,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,141.148.92.43:443
141.148.93.235,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,141.148.93.235:443
142.248.150.4,,SAKURA-AS,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,142.248.150.4
142.91.108.54,,LEASEWEB-AS-AP Leaseweb Japan K.K.,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,54.108.91.142.hosted.by.hostdzire.com
143.14.105.100,,CYBERVERSE-BACKBONE,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,143.14.105.100
143.14.105.145,,CYBERVERSE-BACKBONE,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,143.14.105.145
143.47.106.36,4443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,143.47.106.36:4443
143.47.96.200,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,143.47.96.200:443
144.24.19.73,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://144.24.19.73
144.24.26.74,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,144.24.26.74:443
144.24.30.50,666,ORACLE-BMC-31898,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://144.24.30.50:666
144.24.30.95,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,144.24.30.95:443
144.24.32.90,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://144.24.32.90
144.24.33.239,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://144.24.33.239
144.24.37.28,5443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://144.24.37.28:5443
144.24.44.29,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://144.24.44.29
144.24.47.206,443,ORACLE-BMC-31898,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://144.24.47.206
144.24.5.12,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://144.24.5.12
144.24.59.68,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://cloud.lcnas.cloudns.ch
144.24.9.126,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://144.24.9.126
146.235.16.191,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://146.235.16.191
146.235.192.155,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.192.155
146.235.196.203,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.196.203
146.235.199.164,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,146.235.199.164:443
146.235.202.132,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,146.235.202.132:443
146.235.202.197,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.202.197
146.235.203.95,443,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.203.95
146.235.205.181,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.205.181
146.235.205.253,80,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.205.253:80
146.235.212.63,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.212.63
146.235.213.158,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.213.158
146.235.225.206,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.225.206
146.235.226.118,2096,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.226.118:2096
146.235.228.185,2087,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.228.185:2087
146.235.229.194,7777,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,146.235.229.194:7777
146.235.230.198,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.230.198
146.235.231.239,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,146.235.231.239:443
146.235.232.141,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.232.141
146.235.235.20,8880,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.235.20:8880
146.235.239.38,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://146.235.239.38
147.224.246.150,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://147.224.246.150
147.224.251.54,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,147.224.251.54:443
147.224.58.153,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://147.224.58.153
15.168.8.100,,"AMAZON-02 - Amazon.com, Inc.",Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-15-168-8-100.ap-northeast-3.compute.amazonaws.com
150.136.10.224,444,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.10.224:444
150.136.105.229,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.105.229:443
150.136.120.80,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.120.80
150.136.136.211,8000,ORACLE-BMC-31898,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.136.211:8000
150.136.160.234,80,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.160.234:80
150.136.161.151,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.161.151
150.136.169.72,80,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.169.72
150.136.181.230,8443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.181.230:8443
150.136.186.1,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.186.1:443
150.136.219.11,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.219.11:443
150.136.234.36,8000,ORACLE-BMC-31898,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.234.36:8000
150.136.235.111,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.235.111
150.136.243.175,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.243.175:443
150.136.253.248,8443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.253.248:8443
150.136.254.189,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.254.189
150.136.254.79,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.254.79:443
150.136.255.42,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.255.42
150.136.5.10,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.5.10
150.136.5.5,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.5.5
150.136.56.16,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.56.16
150.136.56.43,2083,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.56.43:2083
150.136.6.109,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.6.109:443
150.136.61.82,8443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.61.82:8443
150.136.81.251,8880,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.81.251:8880
150.136.87.192,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.136.87.192:443
150.136.92.107,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.136.92.107
150.230.102.144,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.102.144:443
150.230.104.2,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.104.2:8443
150.230.105.113,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.105.113
150.230.107.144,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.107.144:443
150.230.107.220,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.107.220
150.230.107.25,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.107.25:8443
150.230.108.220,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.108.220:443
150.230.163.176,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.230.163.176
150.230.163.95,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,150.230.163.95:443
150.230.169.108,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://150.230.169.108
150.230.194.208,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.194.208
150.230.194.58,9000,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.194.58:9000
150.230.196.57,2096,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.196.57:2096
150.230.197.210,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.197.210:443
150.230.199.96,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.199.96:443
150.230.203.210,8099,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.203.210:8099
150.230.204.141,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.204.141:8443
150.230.207.188,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.207.188
150.230.210.66,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.210.66:443
150.230.213.133,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.213.133:443
150.230.217.173,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.217.173:443
150.230.218.1,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.218.1:443
150.230.221.8,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.221.8:443
150.230.223.192,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.223.192
150.230.223.23,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.223.23
150.230.32.248,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://150.230.32.248
150.230.38.45,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://150.230.38.45
150.230.39.166,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://150.230.39.166
150.230.39.219,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,150.230.39.219:443
150.230.41.112,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://150.230.41.112
150.230.43.240,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://150.230.43.240
150.230.5.126,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.5.126:443
150.230.5.84,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.5.84
150.230.56.202,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.56.202
150.230.56.208,4433,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.56.208:4433
150.230.56.33,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.56.33
150.230.57.42,80,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.57.42:80
150.230.58.23,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.58.23
150.230.61.95,8880,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.61.95:8880
150.230.62.103,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.62.103:443
150.230.62.27,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.62.27:443
150.230.7.185,8880,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://150.230.7.185:8880
150.230.98.140,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,150.230.98.140:443
151.145.42.40,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.42.40
151.145.64.150,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.64.150:443
151.145.65.169,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.65.169
151.145.65.178,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.65.178:443
151.145.66.158,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.66.158
151.145.67.184,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.67.184:8443
151.145.68.13,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.68.13:443
151.145.68.250,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.68.250:443
151.145.69.178,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.69.178:443
151.145.70.174,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.70.174:443
151.145.70.176,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.70.176
151.145.71.117,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,151.145.71.117:443
151.145.71.246,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.71.246
151.145.73.53,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.73.53:443
151.145.74.165,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.74.165
151.145.75.39,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.75.39:443
151.145.76.22,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.76.22
151.145.76.98,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.76.98:443
151.145.77.213,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.77.213:443
151.145.77.73,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.77.73:443
151.145.78.32,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.78.32:443
151.145.79.110,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.79.110:443
151.145.79.204,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,151.145.79.204:443
151.145.79.57,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://151.145.79.57
152.67.225.124,2096,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.67.225.124:2096
152.67.227.200,587,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,152.67.227.200:587
152.67.232.72,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.67.232.72
152.67.235.3,88,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,152.67.235.3:88
152.67.248.120,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.67.248.120
152.67.249.116,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.67.249.116
152.69.193.198,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.193.198
152.69.196.148,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.196.148
152.69.197.207,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,152.69.197.207:443
152.69.199.104,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.199.104
152.69.199.208,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.199.208
152.69.199.70,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,152.69.199.70:8443
152.69.202.88,8880,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.202.88:8880
152.69.203.201,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.203.201
152.69.203.243,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.203.243:8443
152.69.203.97,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.203.97
152.69.204.26,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.204.26:8443
152.69.205.38,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.205.38
152.69.205.46,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.69.205.46
152.69.209.62,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,152.69.209.62:443
152.69.210.245,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://152.69.210.245
152.69.219.30,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://152.69.219.30
152.69.220.170,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://152.69.220.170
152.69.220.177,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://152.69.220.177
152.69.221.124,8443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://152.69.221.124:8443
152.69.221.177,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,152.69.221.177:443
152.70.100.247,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.100.247
152.70.101.18,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.101.18
152.70.102.219,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.102.219
152.70.111.253,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,152.70.111.253:443
